[DemoDirector] silenced 2 ROS component(s)
[DemoDirector] capture camera ready (1280x720)
[DemoDirector] shot=seed505_high preset=overview fps=30 1280x720 start=0s duration=20s frames=600 ride=main
[DemoDirector] framing center=(0.40, 1.40, 0.00) radius=2.80 pileSize=(0.00, 0.00, 0.00)
[DemoDirector] progress frame=30 captured=30 virtualTime=0.97s wall=2.9s lastCapture=74.5ms avgCapture=82.0ms worst=270.5ms
[DemoDirector] progress frame=60 captured=60 virtualTime=1.97s wall=5.2s lastCapture=78.0ms avgCapture=78.8ms worst=270.5ms
[DemoDirector] progress frame=90 captured=90 virtualTime=2.97s wall=7.6s lastCapture=73.6ms avgCapture=78.2ms worst=270.5ms
[DemoDirector] progress frame=120 captured=120 virtualTime=3.97s wall=10.1s lastCapture=78.5ms avgCapture=78.9ms worst=270.5ms
[DemoDirector] progress frame=150 captured=150 virtualTime=4.97s wall=12.5s lastCapture=77.6ms avgCapture=78.5ms worst=270.5ms
[DemoDirector] progress frame=180 captured=180 virtualTime=5.97s wall=14.8s lastCapture=76.0ms avgCapture=78.1ms worst=270.5ms
[DemoDirector] progress frame=210 captured=210 virtualTime=6.97s wall=17.2s lastCapture=74.9ms avgCapture=77.7ms worst=270.5ms
[DemoDirector] progress frame=240 captured=240 virtualTime=7.97s wall=19.5s lastCapture=80.6ms avgCapture=77.4ms worst=270.5ms
[DemoDirector] progress frame=270 captured=270 virtualTime=8.97s wall=21.9s lastCapture=76.3ms avgCapture=77.2ms worst=270.5ms
[DemoDirector] progress frame=300 captured=300 virtualTime=9.97s wall=24.2s lastCapture=75.3ms avgCapture=77.0ms worst=270.5ms
[DemoDirector] progress frame=330 captured=330 virtualTime=10.97s wall=26.6s lastCapture=76.0ms avgCapture=76.9ms worst=270.5ms
[DemoDirector] progress frame=360 captured=360 virtualTime=11.97s wall=29.0s lastCapture=74.6ms avgCapture=76.8ms worst=270.5ms
[DemoDirector] progress frame=390 captured=390 virtualTime=12.97s wall=31.3s lastCapture=74.9ms avgCapture=76.8ms worst=270.5ms
[DemoDirector] progress frame=420 captured=420 virtualTime=13.97s wall=33.7s lastCapture=75.9ms avgCapture=76.7ms worst=270.5ms
[DemoDirector] progress frame=450 captured=450 virtualTime=14.97s wall=36.0s lastCapture=75.5ms avgCapture=76.6ms worst=270.5ms
[DemoDirector] progress frame=480 captured=480 virtualTime=15.97s wall=38.4s lastCapture=75.6ms avgCapture=76.6ms worst=270.5ms
[DemoDirector] progress frame=510 captured=510 virtualTime=16.97s wall=40.7s lastCapture=75.6ms avgCapture=76.5ms worst=270.5ms
[DemoDirector] progress frame=540 captured=540 virtualTime=17.97s wall=43.1s lastCapture=75.6ms avgCapture=76.5ms worst=270.5ms
[DemoDirector] progress frame=570 captured=570 virtualTime=18.97s wall=45.4s lastCapture=74.9ms avgCapture=76.4ms worst=270.5ms
[DemoDirector] progress frame=600 captured=600 virtualTime=19.97s wall=47.8s lastCapture=75.1ms avgCapture=76.4ms worst=270.5ms
