[DemoDirector] silenced 2 ROS component(s)
[DemoDirector] capture camera ready (1280x720)
[DemoDirector] shot=seed101_orbit preset=orbit fps=30 1280x720 start=0s duration=30s frames=900 ride=main
[DemoDirector] framing center=(0.35, 0.80, 0.00) radius=2.80 pileSize=(0.00, 0.00, 0.00)
[DemoDirector] progress frame=30 captured=30 virtualTime=0.97s wall=2.4s lastCapture=56.9ms avgCapture=64.6ms worst=242.9ms
[DemoDirector] progress frame=60 captured=60 virtualTime=1.97s wall=4.1s lastCapture=56.0ms avgCapture=60.5ms worst=242.9ms
[DemoDirector] progress frame=90 captured=90 virtualTime=2.97s wall=5.9s lastCapture=56.8ms avgCapture=59.7ms worst=242.9ms
[DemoDirector] progress frame=120 captured=120 virtualTime=3.97s wall=7.7s lastCapture=54.3ms avgCapture=58.8ms worst=242.9ms
[DemoDirector] progress frame=150 captured=150 virtualTime=4.97s wall=9.4s lastCapture=56.4ms avgCapture=58.2ms worst=242.9ms
[DemoDirector] progress frame=180 captured=180 virtualTime=5.97s wall=11.2s lastCapture=56.4ms avgCapture=57.9ms worst=242.9ms
[DemoDirector] progress frame=210 captured=210 virtualTime=6.97s wall=12.9s lastCapture=57.8ms avgCapture=57.8ms worst=242.9ms
[DemoDirector] progress frame=240 captured=240 virtualTime=7.97s wall=14.7s lastCapture=55.6ms avgCapture=57.8ms worst=242.9ms
[DemoDirector] progress frame=270 captured=270 virtualTime=8.97s wall=16.5s lastCapture=54.9ms avgCapture=57.6ms worst=242.9ms
[DemoDirector] progress frame=300 captured=300 virtualTime=9.97s wall=18.2s lastCapture=53.6ms avgCapture=57.3ms worst=242.9ms
[DemoDirector] progress frame=330 captured=330 virtualTime=10.97s wall=19.9s lastCapture=53.1ms avgCapture=57.1ms worst=242.9ms
[DemoDirector] progress frame=360 captured=360 virtualTime=11.97s wall=21.7s lastCapture=54.2ms avgCapture=56.9ms worst=242.9ms
[DemoDirector] progress frame=390 captured=390 virtualTime=12.97s wall=23.4s lastCapture=53.6ms avgCapture=56.8ms worst=242.9ms
[DemoDirector] progress frame=420 captured=420 virtualTime=13.97s wall=25.1s lastCapture=54.2ms avgCapture=56.7ms worst=242.9ms
[DemoDirector] progress frame=450 captured=450 virtualTime=14.97s wall=26.9s lastCapture=54.9ms avgCapture=56.6ms worst=242.9ms
[DemoDirector] progress frame=480 captured=480 virtualTime=15.97s wall=28.7s lastCapture=57.4ms avgCapture=56.8ms worst=242.9ms
[DemoDirector] progress frame=510 captured=510 virtualTime=16.97s wall=30.4s lastCapture=55.7ms avgCapture=56.7ms worst=242.9ms
[DemoDirector] progress frame=540 captured=540 virtualTime=17.97s wall=32.1s lastCapture=52.9ms avgCapture=56.6ms worst=242.9ms
[DemoDirector] progress frame=570 captured=570 virtualTime=18.97s wall=33.8s lastCapture=51.8ms avgCapture=56.4ms worst=242.9ms
[DemoDirector] progress frame=600 captured=600 virtualTime=19.97s wall=35.5s lastCapture=53.0ms avgCapture=56.3ms worst=242.9ms
[DemoDirector] progress frame=630 captured=630 virtualTime=20.97s wall=37.2s lastCapture=55.4ms avgCapture=56.3ms worst=242.9ms
[DemoDirector] progress frame=660 captured=660 virtualTime=21.97s wall=38.9s lastCapture=53.8ms avgCapture=56.2ms worst=242.9ms
[DemoDirector] progress frame=690 captured=690 virtualTime=22.97s wall=40.6s lastCapture=59.7ms avgCapture=56.1ms worst=242.9ms
[DemoDirector] progress frame=720 captured=720 virtualTime=23.97s wall=42.3s lastCapture=53.7ms avgCapture=56.0ms worst=242.9ms
[DemoDirector] progress frame=750 captured=750 virtualTime=24.97s wall=43.9s lastCapture=53.5ms avgCapture=55.9ms worst=242.9ms
[DemoDirector] progress frame=780 captured=780 virtualTime=25.97s wall=45.6s lastCapture=56.5ms avgCapture=55.8ms worst=242.9ms
[DemoDirector] progress frame=810 captured=810 virtualTime=26.97s wall=47.3s lastCapture=54.9ms avgCapture=55.7ms worst=242.9ms
[DemoDirector] progress frame=840 captured=840 virtualTime=27.97s wall=49.0s lastCapture=55.6ms avgCapture=55.7ms worst=242.9ms
[DemoDirector] progress frame=870 captured=870 virtualTime=28.97s wall=50.7s lastCapture=54.7ms avgCapture=55.6ms worst=242.9ms
[DemoDirector] progress frame=900 captured=900 virtualTime=29.97s wall=52.4s lastCapture=54.1ms avgCapture=55.6ms worst=242.9ms
